hotel_name,city,state,property_type,star_rating,review_rating,review_count,price,distance_to_landmark_km,nearest_landmark,has_wifi,has_parking,has_pool,has_ac,has_breakfast,has_fitness_center,has_spa,has_restaurant,has_bar,pet_friendly,kid_friendly,wheelchair_accessible,has_hot_tub,has_airport_shuttle,has_room_service,source_dataset
Vishnu Paradise,vijayawada,Andhra Pradesh,Hotel,,4.1,,1519.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Aira,vijayawada,Andhra Pradesh,Hotel,3.0,4.1,,2704.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"Vivanta Vijayawada, MG Road",vijayawada,Andhra Pradesh,Hotel,5.0,4.3,,6600.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Manorama,vijayawada,Andhra Pradesh,Hotel,3.0,4.0,,3299.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Haian - An Olive Tree Hotel - Hotel in Vijayawada,vijayawada,Andhra Pradesh,Hotel,,3.8,,1901.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel SK Riverfront,vijayawada,Andhra Pradesh,Hotel,,4.2,,1533.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Treebo Trend Arka Vijayawada,vijayawada,Andhra Pradesh,Hotel,,4.5,,2044.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Park N,vijayawada,Andhra Pradesh,Hotel,3.0,3.9,,2776.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Ibis Coimbatore City Centre,coimbatore,Tamil Nadu,Hotel,3.0,4.4,,3472.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hash Six Hotels,coimbatore,Tamil Nadu,Hotel,4.0,4.2,,3213.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Grand Palace,coimbatore,Tamil Nadu,Hotel,3.0,4.0,,1310.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Holiday Residency,coimbatore,Tamil Nadu,Hotel,3.0,4.4,,2874.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
IVY Residency,coimbatore,Tamil Nadu,Hotel,,4.4,,1316.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Crystal Lake Suites, Coimbatore",coimbatore,Tamil Nadu,Hotel,,4.7,,1806.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Sugam Hotel Pvt Ltd,coimbatore,Tamil Nadu,Hotel,2.0,3.2,,650.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Hotel Lovely Nest,coimbatore,Tamil Nadu,Hotel,,4.0,,894.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,google
HOTEL RAAMUS,coimbatore,Tamil Nadu,Hotel,1.0,3.6,,968.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Thaai Coimbatore - Opposite Railway Station,coimbatore,Tamil Nadu,Hotel,3.0,3.9,,1568.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,google
Hotel Vintage Castle,coimbatore,Tamil Nadu,Hotel,,4.4,,1592.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Kooloth Lake View Residency,coimbatore,Tamil Nadu,Hotel,2.0,3.5,,881.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
iStay - Hotels in Coimbatore,coimbatore,Tamil Nadu,Hotel,3.0,4.3,,2502.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Ibis Coimbatore City Centre,coimbatore,Tamil Nadu,Hotel,3.0,4.4,,3437.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Chanma International,coimbatore,Tamil Nadu,Hotel,3.0,3.4,,1082.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Chetinaad Courtyard,coimbatore,Tamil Nadu,Hotel,3.0,4.1,,2500.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",coimbatore,Tamil Nadu,Hotel,5.0,4.5,,5695.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",coimbatore,Tamil Nadu,Hotel,3.0,4.1,,2177.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",coimbatore,Tamil Nadu,Hotel,3.0,3.2,,1411.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Plaza Inn,coimbatore,Tamil Nadu,Hotel,3.0,4.0,,1646.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
IKON by Annapoorna,coimbatore,Tamil Nadu,Hotel,4.0,4.5,,4278.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Itsy By Treebo - Corner stay,coimbatore,Tamil Nadu,Hotel,3.0,3.8,,2453.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Hotel The Grand Palace,ghaziabad,Uttar Pradesh,Hotel,,4.1,,2132.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
The Roseman Hotel & Suites,ghaziabad,Uttar Pradesh,Hotel,,4.3,,2727.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),ghaziabad,Uttar Pradesh,Hotel,,3.1,,2335.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Mahagun Sarovar Portico Suites,ghaziabad,Uttar Pradesh,Hotel,4.0,4.1,,5040.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Swiss Hotel,ghaziabad,Uttar Pradesh,Hotel,3.0,3.7,,1519.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
The Roseman Hotel & Suites,ghaziabad,Uttar Pradesh,Hotel,,4.3,,2426.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Royal Park,ghaziabad,Uttar Pradesh,Hotel,3.0,3.6,,2258.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",ghaziabad,Uttar Pradesh,Hotel,5.0,4.5,,8439.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",ghaziabad,Uttar Pradesh,Hotel,,2.6,,2237.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Green Palms Hotel,ghaziabad,Uttar Pradesh,Hotel,,4.1,,4023.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Krishna Sagar NH 24,ghaziabad,Uttar Pradesh,Hotel,3.0,3.7,,2170.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Golden Tulip Vasundhara,ghaziabad,Uttar Pradesh,Hotel,4.0,4.1,,7370.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Kinsfolk,ghaziabad,Uttar Pradesh,Hotel,,4.0,,1275.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Rosellia Banquets & Suites,ghaziabad,Uttar Pradesh,Hotel,,4.5,,1904.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel frank Inn,ghaziabad,Uttar Pradesh,Hotel,3.0,3.6,,651.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Royal Residency,ghaziabad,Uttar Pradesh,Hotel,3.0,3.6,,1600.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Clarks Inn Kaushambi,ghaziabad,Uttar Pradesh,Hotel,3.0,3.2,,1791.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Ace Manor (L'ELEGANT Hotel & Banquet),ghaziabad,Uttar Pradesh,Hotel,3.0,3.8,,1906.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel The Grand Palace,ghaziabad,Uttar Pradesh,Hotel,,4.1,,2131.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Krishna Sagar,ghaziabad,Uttar Pradesh,Hotel,3.0,4.0,,3819.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Bharat Guest House by Golden Plate,ghaziabad,Uttar Pradesh,Hotel,,4.2,,2464.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Itsy by Treebo - Royal Galaxy,allahabad,Uttar Pradesh,Hotel,,4.0,,1342.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Ravisha Continental,allahabad,Uttar Pradesh,Hotel,3.0,4.0,,3486.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Hotel Triveni Darshan,allahabad,Uttar Pradesh,Hotel,3.0,4.1,,1429.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Prayaraj House,allahabad,Uttar Pradesh,Hotel,,3.0,,1216.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Prayag,allahabad,Uttar Pradesh,Hotel,3.0,3.5,,1680.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Grand Continental Hotel,allahabad,Uttar Pradesh,Hotel,3.0,4.1,,4309.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Hotel Kanha Shyam, Prayagraj",allahabad,Uttar Pradesh,Hotel,4.0,4.1,,4375.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
WelcomHeritage Badi Kothi,allahabad,Uttar Pradesh,Hotel,,4.3,,6738.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Hira Inn,allahabad,Uttar Pradesh,Hotel,,4.8,,3226.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Luxmi Hotel,allahabad,Uttar Pradesh,Hotel,,2.9,,646.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,google
Hotel Milan (A Boutique Hotel),allahabad,Uttar Pradesh,Hotel,3.0,3.6,,1572.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Haidri Inn,allahabad,Uttar Pradesh,Hotel,,3.4,,569.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Orchard One Hotel,allahabad,Uttar Pradesh,Hotel,,3.9,,3040.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
City Hotel,allahabad,Uttar Pradesh,Hotel,2.0,3.1,,816.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Fortune Suites,allahabad,Uttar Pradesh,Hotel,,4.9,,1736.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Prayag Inn,allahabad,Uttar Pradesh,Hotel,3.0,3.9,,2470.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Advantage Inn,allahabad,Uttar Pradesh,Hotel,,4.6,,2423.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Landmark Inn,allahabad,Uttar Pradesh,Hotel,,4.3,,2622.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
"Millennium Inn, Prayagraj",allahabad,Uttar Pradesh,Hotel,4.0,4.2,,4631.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Stay Inn Hotel,allahabad,Uttar Pradesh,Hotel,3.0,3.7,,1535.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,google
Hotel Hira Inn,allahabad,Uttar Pradesh,Hotel,,4.8,,4212.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
City Hotel,allahabad,Uttar Pradesh,Hotel,2.0,3.1,,817.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,google
Treebo Trend Grand Town House,faridabad,Haryana,Hotel,,4.2,,1578.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Sewa Grand,faridabad,Haryana,Hotel,3.0,3.6,,2963.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Vibe By The LaLiT Traveller,faridabad,Haryana,Hotel,4.0,4.0,,2763.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Goldfinch Hotel Delhi NCR,faridabad,Haryana,Hotel,4.0,3.9,,3829.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Vivanta Surajkund,faridabad,Haryana,Hotel,5.0,4.5,,6946.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,google
"Radisson Blu Hotel, Faridabad",faridabad,Haryana,Hotel,5.0,4.6,,6437.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Delite,faridabad,Haryana,Hotel,,3.9,,2940.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Park Plaza Faridabad,faridabad,Haryana,Hotel,4.0,4.1,,7252.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Lavit Hotel,faridabad,Haryana,Hotel,,4.2,,2329.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Sarovar Portico Surajkund,faridabad,Haryana,Hotel,,3.9,,4021.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Ceremony Hotel and Banquets,faridabad,Haryana,Hotel,,4.1,,1282.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Ginger Faridabad,faridabad,Haryana,Hotel,3.0,3.6,,3023.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Bay Laurel Retreat,faridabad,Haryana,Hotel,,4.3,,3724.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
SKY MANSION,faridabad,Haryana,Hotel,,4.3,,3344.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel View - A Boutique Hotel,faridabad,Haryana,Hotel,,4.2,,1337.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Saffron Kiran,faridabad,Haryana,Hotel,3.0,3.9,,3004.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Vibe By The LaLiT Traveller,faridabad,Haryana,Hotel,4.0,4.0,,3890.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Goldfinch Hotel Delhi NCR,faridabad,Haryana,Hotel,4.0,3.9,,5039.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Canary Inn,hazaribagh,Jharkhand,Hotel,,3.9,,3483.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Nikunj,hazaribagh,Jharkhand,Hotel,,4.0,,2722.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Hill Side,hazaribagh,Jharkhand,Hotel,,3.8,,1411.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Canary Inn,hazaribagh,Jharkhand,Hotel,,3.9,,3357.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Skylok,hazaribagh,Jharkhand,Hotel,,3.3,,6771.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Sri Vinayak,hazaribagh,Jharkhand,Hotel,,3.8,,4272.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Aranya Vihar,hazaribagh,Jharkhand,Hotel,,4.2,,2563.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Samrat Inn,hazaribagh,Jharkhand,Hotel,,3.6,,3515.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel AK International,hazaribagh,Jharkhand,Hotel,,3.6,,4060.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Nikunj,hazaribagh,Jharkhand,Hotel,,4.0,,1845.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Yamuna palace,hazaribagh,Jharkhand,Hotel,,3.6,,2079.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Nandgaon & Highway Delight Veg. Restaurant,hazaribagh,Jharkhand,Hotel,3.0,3.8,,1526.0,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,google
Hotel Bhandara Park,hazaribagh,Jharkhand,Hotel,,4.0,,2527.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Manokamna Restaurant, Bar & Lodge",hazaribagh,Jharkhand,Hotel,,3.7,,5123.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
"Manokamna Restaurant, Bar & Lodge",hazaribagh,Jharkhand,Hotel,,3.7,,5199.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Hotel Aranya Vihar,hazaribagh,Jharkhand,Hotel,,4.2,,2600.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Om Inn,gandhinagar,Gujarat,Hotel,,4.9,,2240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel The Grand Vinayak,gandhinagar,Gujarat,Hotel,,4.3,,2034.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Green City,gandhinagar,Gujarat,Hotel,,4.2,,1818.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Infocity Club And Resort,gandhinagar,Gujarat,Hotel,,4.2,,3640.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Prominent Corporate Residency,gandhinagar,Gujarat,Hotel,3.0,4.3,,4256.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
7 Wonders Hotel & Restaurant,gandhinagar,Gujarat,Hotel,,4.1,,2190.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,google
Hotel The Grand Vinayak,gandhinagar,Gujarat,Hotel,,4.3,,2034.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Midway Residency,gandhinagar,Gujarat,Hotel,3.0,3.5,,1454.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,google
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",gandhinagar,Gujarat,Hotel,4.0,4.4,,7224.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Skylon Hotel,gandhinagar,Gujarat,Hotel,,4.4,,1698.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
The Leela Gandhinagar,gandhinagar,Gujarat,Hotel,5.0,4.6,,11682.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Middletown,gandhinagar,Gujarat,Hotel,,4.0,,1904.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Super OYO Hotel Siddharth Inn,gandhinagar,Gujarat,Hotel,3.0,3.8,,1315.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Cambay Sapphire Gandhinagar,gandhinagar,Gujarat,Hotel,4.0,3.4,,4284.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Berlin - Gandhinagar,gandhinagar,Gujarat,Hotel,,3.8,,1853.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Hotel tulsi palace,gandhinagar,Gujarat,Hotel,,3.7,,1230.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel President Inn,gandhinagar,Gujarat,Hotel,3.0,3.8,,2194.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",gandhinagar,Gujarat,Hotel,,4.2,,1916.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
